source_file,row_idx,dt_time,target_id,anomaly_family,anomaly_type,change_summary
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,46,002300Z,N136VA,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1390,113500Z,N26CG,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,360,030000Z,SKW5396,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2483,204130Z,JBU873,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2475,203730Z,N974MM,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1722,142100Z,CMP357,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2664,221200Z,AAL2762,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1897,154830Z,VXP345,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1575,130730Z,N449KC,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2503,205130Z,None,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,556,043800Z,N20052,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2092,172600Z,TOM038,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,885,072230Z,UAL886,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,821,065030Z,LBQ825,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2334,192700Z,AAL749,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,493,040630Z,UAL1410,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1813,150630Z,SWA2655,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2247,184330Z,JBU163,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2316,191800Z,UAL2276,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1420,115000Z,SKW4722,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,730,060500Z,FFT1082,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2379,194930Z,HON24,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1754,143700Z,CGMBY,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,323,024130Z,SKW5503,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,238,015900Z,ENY3648,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1690,140500Z,AAL2365,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1691,140530Z,CMP357,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2619,214930Z,AAL2762,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2859,234930Z,OCN659,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1506,123300Z,EJA671,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1986,163300Z,ENY3425,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2725,224230Z,N550AJ,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,845,070230Z,CMP403,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,197,013830Z,UAL1695,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2190,181500Z,N545JW,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2649,220430Z,N318GL,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2770,230500Z,N671PA,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,228,015400Z,LBQ782,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2035,165730Z,FFT4057,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2553,211630Z,N366AH,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,544,043200Z,SKW5396,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1759,143930Z,DAL1751,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2214,182700Z,SWA1217,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2192,181600Z,N6341R,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2383,195130Z,N44566,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1930,160500Z,N930VT,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1431,115530Z,CNS1294,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1488,122400Z,DAL3018,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1933,160630Z,EJA567,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2291,190530Z,N724AA,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1005,082230Z,FDX1073,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1364,112200Z,None,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,687,054330Z,FDX1042,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2379,194930Z,UAL320,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1305,105230Z,ELY017,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1759,143930Z,PDT6051,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2522,210100Z,N525T,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1436,115800Z,JBU583,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1386,113300Z,JBU2433,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1484,122200Z,AAL1428,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1638,133900Z,JBU2065,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1519,123930Z,WJA2922,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1444,120200Z,PDT5958,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2715,223730Z,AAL2762,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,136,010800Z,ENY4091,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1500,123000Z,ENY3413,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2277,185830Z,EDV4860,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,165,012230Z,ROU1652,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2596,213800Z,AAL2242,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1239,101930Z,GJS4618,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,604,050200Z,None,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2849,234430Z,SKQ48,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,888,072400Z,FDX1040,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,531,042530Z,ABX2047,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2639,215930Z,N550AJ,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1295,104730Z,SKW4722,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,553,043630Z,JIA5060,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1504,123200Z,EJA671,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1878,153900Z,FDX851,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2215,182730Z,AAL1612,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
